miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-101-1	hg38:chr1:65058442-65058463:-	4931	966.218599	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058442-65058464:-	1710	335.070737	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058460:-	3	0.587843	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058461:-	5	0.979739	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058463:-	26232	5140.102677	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058464:-	18229	3571.932437	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058443-65058465:-	2	0.391896	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058444-65058463:-	128	25.081318	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058444-65058464:-	220	43.108516	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058445-65058463:-	4	0.783791	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058445-65058464:-	42	8.229808	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058446-65058464:-	1	0.195948	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058450-65058473:-	2	0.391896	N	mature,MIMAT0000099
hsa-mir-101-1	hg38:chr1:65058476-65058500:-	1	0.195948	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058477-65058499:-	3	0.587843	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058477-65058500:-	6	1.175687	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058478-65058499:-	10	1.959478	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058478-65058500:-	68	13.324450	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058479-65058499:-	5	0.979739	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058479-65058500:-	19	3.723008	N	mature,MIMAT0004513
hsa-mir-101-1	hg38:chr1:65058499-65058520:-	1	0.195948	N	precursor
hsa-mir-101-2	hg38:chr9:4850308-4850330:+	2	0.391896	N	unannotated
hsa-mir-101-2	hg38:chr9:4850343-4850365:+	1	0.195948	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850363:+	33	6.466277	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850364:+	249	48.791002	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850365:+	18215	3569.189168	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850366:+	1739	340.753223	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850367:+	18	3.527060	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850344-4850368:+	2	0.391896	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850363:+	3	0.587843	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850364:+	134	26.257005	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850365:+	26068	5107.967238	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850366:+	4959	971.705138	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850367:+	6888	1349.688443	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850368:+	800	156.758240	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850369:+	31	6.074382	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850345-4850370:+	1	0.195948	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850346-4850365:+	3	0.587843	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850346-4850366:+	1	0.195948	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850346-4850367:+	3	0.587843	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850347-4850365:+	3	0.587843	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850347-4850366:+	3	0.587843	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850347-4850367:+	3	0.587843	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850347-4850368:+	11	2.155426	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850347-4850369:+	1	0.195948	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850348-4850365:+	3	0.587843	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850348-4850367:+	1	0.195948	N	mature,MIMAT0000099
hsa-mir-101-2	hg38:chr9:4850349-4850366:+	5	0.979739	N	mature,MIMAT0000099
hsa-mir-103a-1	hg38:chr5:168560902-168560925:-	1	0.195948	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560902-168560927:-	13	2.547321	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560903-168560925:-	10	1.959478	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560903-168560927:-	485	95.034683	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560920:-	1	0.195948	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560922:-	4	0.783791	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560923:-	53	10.385233	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560924:-	11	2.155426	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560925:-	694	135.987773	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560926:-	122	23.905632	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560927:-	166562	32637.457381	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560904-168560928:-	35	6.858173	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560905-168560923:-	2	0.391896	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560905-168560925:-	22	4.310852	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560905-168560926:-	14	2.743269	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560905-168560927:-	18004	3527.844182	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560905-168560928:-	2	0.391896	N	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560906-168560927:-	298	58.392444	Y	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560906-168560928:-	1	0.195948	Y	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560907-168560927:-	26	5.094643	Y	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560907-168560928:-	1	0.195948	Y	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560908-168560927:-	3	0.587843	Y	mature,MIMAT0000101
hsa-mir-103a-1	hg38:chr5:168560940-168560964:-	7	1.371635	N	unannotated
hsa-mir-103a-1	hg38:chr5:168560941-168560964:-	82	16.067720	N	unannotated
hsa-mir-103a-2	hg38:chr20:3917485-3917504:+	2	0.391896	N	precursor
hsa-mir-103a-2	hg38:chr20:3917486-3917504:+	4	0.783791	N	precursor
hsa-mir-103a-2	hg38:chr20:3917504-3917527:+	44	8.621703	N	mature,MIMAT0009196
hsa-mir-103a-2	hg38:chr20:3917504-3917528:+	2	0.391896	N	mature,MIMAT0009196
hsa-mir-103a-2	hg38:chr20:3917540-3917562:+	1	0.195948	Y	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917540-3917563:+	5	0.979739	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917540-3917564:+	36	7.054121	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917560:+	13	2.547321	Y	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917561:+	33	6.466277	Y	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917562:+	595	116.588941	Y	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917563:+	17869	3501.391229	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917564:+	166286	32583.375789	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917565:+	458	89.744092	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917541-3917566:+	66	12.932555	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917542-3917562:+	1	0.195948	Y	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917542-3917563:+	12	2.351374	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917542-3917564:+	124	24.297527	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917543-3917563:+	27	5.290591	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917543-3917564:+	739	144.805424	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917543-3917565:+	6	1.175687	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917543-3917566:+	6	1.175687	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917544-3917563:+	1	0.195948	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917544-3917564:+	20	3.918956	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917545-3917563:+	3	0.587843	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917545-3917564:+	55	10.777129	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917545-3917565:+	1	0.195948	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917546-3917564:+	1	0.195948	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917547-3917564:+	1	0.195948	N	mature,MIMAT0000101
hsa-mir-103a-2	hg38:chr20:3917564-3917588:+	1	0.195948	N	precursor
hsa-mir-103a-2	hg38:chr20:3917564-3917589:+	1	0.195948	N	precursor
hsa-mir-105-1	hg38:chrX:152392229-152392250:-	2	0.391896	N	mature,MIMAT0004516
hsa-mir-105-1	hg38:chrX:152392262-152392285:-	1	0.195948	N	mature,MIMAT0000102
hsa-mir-105-1	hg38:chrX:152392263-152392285:-	1	0.195948	N	mature,MIMAT0000102
hsa-mir-105-1	hg38:chrX:152392264-152392285:-	4	0.783791	N	mature,MIMAT0000102
hsa-mir-105-1	hg38:chrX:152392264-152392286:-	16	3.135165	N	mature,MIMAT0000102
hsa-mir-105-1	hg38:chrX:152392264-152392288:-	2	0.391896	N	mature,MIMAT0000102
hsa-mir-105-1	hg38:chrX:152392265-152392286:-	24	4.702747	N	mature,MIMAT0000102
hsa-mir-105-1	hg38:chrX:152392265-152392287:-	1	0.195948	N	mature,MIMAT0000102
hsa-mir-105-1	hg38:chrX:152392265-152392288:-	187	36.642239	N	mature,MIMAT0000102
hsa-mir-105-1	hg38:chrX:152392266-152392286:-	3	0.587843	N	mature,MIMAT0000102
hsa-mir-105-1	hg38:chrX:152392266-152392287:-	2	0.391896	N	mature,MIMAT0000102
hsa-mir-105-1	hg38:chrX:152392266-152392288:-	220	43.108516	N	mature,MIMAT0000102
hsa-mir-105-1	hg38:chrX:152392267-152392288:-	3	0.587843	N	mature,MIMAT0000102
hsa-mir-105-2	hg38:chrX:152394423-152394445:-	3	0.587843	N	mature,MIMAT0004516
hsa-mir-105-2	hg38:chrX:152394457-152394478:-	2	0.391896	N	mature,MIMAT0000102
hsa-mir-105-2	hg38:chrX:152394457-152394479:-	17	3.331113	N	mature,MIMAT0000102
hsa-mir-105-2	hg38:chrX:152394457-152394480:-	1	0.195948	N	mature,MIMAT0000102
hsa-mir-105-2	hg38:chrX:152394457-152394481:-	3	0.587843	N	mature,MIMAT0000102
hsa-mir-105-2	hg38:chrX:152394458-152394478:-	1	0.195948	N	mature,MIMAT0000102
hsa-mir-105-2	hg38:chrX:152394458-152394479:-	18	3.527060	N	mature,MIMAT0000102
hsa-mir-105-2	hg38:chrX:152394458-152394481:-	222	43.500411	N	mature,MIMAT0000102
hsa-mir-105-2	hg38:chrX:152394459-152394479:-	13	2.547321	N	mature,MIMAT0000102
hsa-mir-105-2	hg38:chrX:152394459-152394480:-	1	0.195948	N	mature,MIMAT0000102
hsa-mir-105-2	hg38:chrX:152394459-152394481:-	226	44.284203	N	mature,MIMAT0000102
hsa-mir-105-2	hg38:chrX:152394460-152394481:-	4	0.783791	N	mature,MIMAT0000102
hsa-mir-106a	hg38:chrX:134170243-134170266:-	1	0.195948	N	mature,MIMAT0000103
hsa-mir-106a	hg38:chrX:134170244-134170266:-	26	5.094643	Y	mature,MIMAT0000103
hsa-mir-106a	hg38:chrX:134170244-134170267:-	110	21.554258	N	mature,MIMAT0000103
hsa-mir-106a	hg38:chrX:134170245-134170266:-	2	0.391896	Y	mature,MIMAT0000103
hsa-mir-106a	hg38:chrX:134170245-134170267:-	15	2.939217	N	mature,MIMAT0000103
hsa-mir-106a	hg38:chrX:134170246-134170267:-	4	0.783791	N	mature,MIMAT0000103
hsa-mir-106a	hg38:chrX:134170247-134170267:-	1	0.195948	N	mature,MIMAT0000103
hsa-mir-106b	hg38:chr7:100094001-100094024:-	5	0.979739	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094002-100094024:-	16	3.135165	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094002-100094025:-	2	0.391896	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094002-100094026:-	2	0.391896	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094003-100094024:-	339	66.426304	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094003-100094025:-	15	2.939217	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094003-100094026:-	8	1.567582	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094004-100094024:-	74	14.500137	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094004-100094025:-	1	0.195948	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094004-100094026:-	48	9.405494	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094005-100094024:-	6	1.175687	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094005-100094025:-	1	0.195948	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094005-100094026:-	32	6.270330	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094006-100094024:-	1	0.195948	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094006-100094026:-	2	0.391896	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094007-100094026:-	1	0.195948	N	mature,MIMAT0004672
hsa-mir-106b	hg38:chr7:100094040-100094064:-	2	0.391896	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094041-100094064:-	11	2.155426	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094042-100094063:-	2	0.391896	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094042-100094064:-	546	106.987499	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094043-100094064:-	437	85.629188	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094044-100094064:-	206	40.365247	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094045-100094064:-	27	5.290591	N	mature,MIMAT0000680
hsa-mir-106b	hg38:chr7:100094046-100094064:-	2	0.391896	N	mature,MIMAT0000680
hsa-mir-107	hg38:chr10:89592756-89592777:-	1	0.195948	N	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592756-89592779:-	341	66.818200	N	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592756-89592780:-	1	0.195948	N	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592757-89592775:-	1	0.195948	N	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592757-89592779:-	283	55.453227	N	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592758-89592778:-	1	0.195948	Y	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592758-89592779:-	893	174.981385	Y	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592758-89592780:-	2	0.391896	Y	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592759-89592779:-	59	11.560920	Y	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592759-89592780:-	1	0.195948	Y	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592760-89592779:-	16	3.135165	Y	mature,MIMAT0000104
hsa-mir-107	hg38:chr10:89592793-89592816:-	38	7.446016	N	unannotated
hsa-mir-107	hg38:chr10:89592793-89592817:-	1	0.195948	N	unannotated
hsa-mir-107	hg38:chr10:89592794-89592816:-	1	0.195948	N	unannotated
hsa-mir-10a	hg38:chr17:48579903-48579926:-	5	0.979739	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579903-48579927:-	5	0.979739	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579926:-	21	4.114904	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579904-48579927:-	11	2.155426	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579926:-	56	10.973077	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579905-48579927:-	321	62.899244	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579906-48579926:-	4	0.783791	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579906-48579927:-	16	3.135165	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579907-48579926:-	1	0.195948	N	mature,MIMAT0000253
hsa-mir-10a	hg38:chr17:48579908-48579927:-	1	0.195948	N	mature,MIMAT0000253
hsa-mir-10b	hg38:chr2:176150329-176150348:+	1	0.195948	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150349:+	1	0.195948	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150350:+	21	4.114904	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150351:+	297	58.196496	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150329-176150352:+	32	6.270330	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150351:+	11	2.155426	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150352:+	11	2.155426	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150330-176150353:+	6	1.175687	N	mature,MIMAT0000254
hsa-mir-10b	hg38:chr2:176150331-176150351:+	1	0.195948	N	mature,MIMAT0000254
hsa-mir-1-1	hg38:chr20:62554351-62554371:+	4	0.783791	N	mature,MIMAT0000416
hsa-mir-1-1	hg38:chr20:62554351-62554372:+	5	0.979739	N	mature,MIMAT0000416
hsa-mir-1-1	hg38:chr20:62554351-62554373:+	80	15.675824	N	mature,MIMAT0000416
hsa-mir-1-1	hg38:chr20:62554351-62554374:+	1	0.195948	N	mature,MIMAT0000416
hsa-mir-1178	hg38:chr12:119713648-119713670:-	1	0.195948	N	mature,MIMAT0005823
hsa-mir-1179	hg38:chr15:88608119-88608140:+	1	0.195948	N	mature,MIMAT0005824
hsa-mir-1179	hg38:chr15:88608119-88608141:+	5	0.979739	N	mature,MIMAT0005824
hsa-mir-1179	hg38:chr15:88608119-88608142:+	2	0.391896	N	mature,MIMAT0005824
hsa-mir-1179	hg38:chr15:88608120-88608142:+	1	0.195948	N	mature,MIMAT0005824
hsa-mir-1179	hg38:chr15:88608121-88608139:+	1	0.195948	N	mature,MIMAT0005824
hsa-mir-1179	hg38:chr15:88608121-88608143:+	8	1.567582	N	mature,MIMAT0005824
hsa-mir-1180	hg38:chr17:19344513-19344535:-	945	185.170671	N	mature,MIMAT0005825
hsa-mir-1180	hg38:chr17:19344514-19344535:-	42	8.229808	N	mature,MIMAT0005825
hsa-mir-1180	hg38:chr17:19344515-19344535:-	33	6.466277	N	mature,MIMAT0005825
hsa-mir-1180	hg38:chr17:19344516-19344535:-	1	0.195948	N	mature,MIMAT0005825
hsa-mir-1180	hg38:chr17:19344518-19344535:-	1	0.195948	N	mature,MIMAT0005825
hsa-mir-1181	hg38:chr19:10403489-10403512:-	1	0.195948	N	mature,MIMAT0005826
hsa-mir-1181	hg38:chr19:10403489-10403513:-	1	0.195948	N	mature,MIMAT0005826
hsa-mir-1185-1	hg38:chr14:101042972-101042991:+	1	0.195948	N	precursor
hsa-mir-1185-1	hg38:chr14:101042991-101043012:+	6	1.175687	N	mature,MIMAT0005798
hsa-mir-1185-1	hg38:chr14:101042991-101043013:+	13	2.547321	N	mature,MIMAT0005798
hsa-mir-1185-1	hg38:chr14:101043028-101043049:+	1	0.195948	N	mature,MIMAT0022838
hsa-mir-1185-1	hg38:chr14:101043029-101043050:+	4	0.783791	N	mature,MIMAT0022838
hsa-mir-1185-1	hg38:chr14:101043029-101043051:+	4	0.783791	N	mature,MIMAT0022838
hsa-mir-1185-1	hg38:chr14:101043051-101043081:+	1	0.195948	N	precursor
hsa-mir-1185-2	hg38:chr14:101044212-101044233:+	5	0.979739	N	mature,MIMAT0005798
hsa-mir-1185-2	hg38:chr14:101044212-101044234:+	13	2.547321	N	mature,MIMAT0005798
hsa-mir-1185-2	hg38:chr14:101044213-101044234:+	1	0.195948	N	mature,MIMAT0005798
hsa-mir-1197	hg38:chr14:101025584-101025606:+	1	0.195948	N	unannotated
hsa-mir-1197	hg38:chr14:101025585-101025606:+	15	2.939217	N	unannotated
hsa-mir-1197	hg38:chr14:101025614-101025637:+	1	0.195948	N	mature,MIMAT0005955
hsa-mir-1197	hg38:chr14:101025620-101025641:+	8	1.567582	N	mature,MIMAT0005955
hsa-mir-1-2	hg38:chr18:21829014-21829037:-	1	0.195948	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829015-21829037:-	86	16.851511	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829016-21829037:-	7	1.371635	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829017-21829037:-	4	0.783791	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829018-21829037:-	1	0.195948	N	mature,MIMAT0000416
hsa-mir-122	hg38:chr18:58451088-58451109:+	1	0.195948	N	mature,MIMAT0000421
hsa-mir-1224	hg38:chr3:184241405-184241424:+	13	2.547321	N	mature,MIMAT0005458
hsa-mir-1224	hg38:chr3:184241405-184241425:+	52	10.189286	N	mature,MIMAT0005458
hsa-mir-1224	hg38:chr3:184241405-184241426:+	58	11.364972	N	mature,MIMAT0005458
hsa-mir-1224	hg38:chr3:184241405-184241427:+	69	13.520398	N	mature,MIMAT0005458
hsa-mir-1224	hg38:chr3:184241405-184241428:+	118	23.121840	N	mature,MIMAT0005458
hsa-mir-1224	hg38:chr3:184241405-184241429:+	131	25.669162	N	mature,MIMAT0005458
hsa-mir-1224	hg38:chr3:184241469-184241490:+	5	0.979739	N	mature,MIMAT0005459
hsa-mir-1225	hg38:chr16:2090194-2090216:-	1	0.195948	N	mature,MIMAT0005573
hsa-mir-1225	hg38:chr16:2090201-2090223:-	1	0.195948	N	mature,MIMAT0005573
hsa-mir-1226	hg38:chr3:47849608-47849628:+	1	0.195948	N	mature,MIMAT0005577
hsa-mir-1226	hg38:chr3:47849608-47849630:+	8	1.567582	N	mature,MIMAT0005577
hsa-mir-1227	hg38:chr19:2234062-2234082:-	2	0.391896	N	mature,MIMAT0005580
hsa-mir-1228	hg38:chr12:57194504-57194525:+	3	0.587843	N	mature,MIMAT0005582
hsa-mir-1228	hg38:chr12:57194504-57194526:+	7	1.371635	N	mature,MIMAT0005582
hsa-mir-1228	hg38:chr12:57194553-57194575:+	1	0.195948	N	mature,MIMAT0005583
hsa-mir-1228	hg38:chr12:57194555-57194575:+	1	0.195948	N	mature,MIMAT0005583
hsa-mir-1228	hg38:chr12:57194555-57194576:+	6	1.175687	N	mature,MIMAT0005583
hsa-mir-1229	hg38:chr5:179798278-179798301:-	12	2.351374	N	mature,MIMAT0005584
hsa-mir-1229	hg38:chr5:179798279-179798301:-	16	3.135165	N	mature,MIMAT0005584
hsa-mir-1229	hg38:chr5:179798280-179798301:-	4	0.783791	N	mature,MIMAT0005584
hsa-mir-1234	hg38:chr8:144400087-144400110:-	1	0.195948	N	mature,MIMAT0005589
hsa-mir-124-1	hg38:chr8:9903398-9903420:-	1	0.195948	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903398-9903421:-	33	6.466277	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903398-9903422:-	2	0.391896	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903399-9903420:-	2	0.391896	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903399-9903421:-	115	22.533997	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903399-9903422:-	8	1.567582	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903400-9903420:-	5	0.979739	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903400-9903421:-	813	159.305561	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903400-9903422:-	204	39.973351	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903401-9903421:-	464	90.919779	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903401-9903422:-	262	51.338323	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903401-9903423:-	1	0.195948	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903402-9903421:-	416	81.514285	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903402-9903422:-	136	26.648901	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903403-9903421:-	9	1.763530	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903403-9903422:-	13	2.547321	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903404-9903422:-	5	0.979739	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903405-9903421:-	1	0.195948	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903415-9903438:-	1	0.195948	N	mature,MIMAT0000422
hsa-mir-124-1	hg38:chr8:9903437-9903458:-	1	0.195948	N	mature,MIMAT0004591
hsa-mir-124-1	hg38:chr8:9903437-9903460:-	25	4.898695	N	mature,MIMAT0004591
hsa-mir-124-1	hg38:chr8:9903438-9903460:-	42	8.229808	N	mature,MIMAT0004591
hsa-mir-124-1	hg38:chr8:9903439-9903459:-	1	0.195948	N	mature,MIMAT0004591
hsa-mir-124-1	hg38:chr8:9903439-9903460:-	119	23.317788	N	mature,MIMAT0004591
hsa-mir-124-1	hg38:chr8:9903439-9903461:-	4	0.783791	N	mature,MIMAT0004591
hsa-mir-124-1	hg38:chr8:9903440-9903460:-	5	0.979739	N	mature,MIMAT0004591
hsa-mir-124-1	hg38:chr8:9903460-9903482:-	1	0.195948	N	precursor
hsa-mir-124-2	hg38:chr8:64379172-64379192:+	1	0.195948	N	mature,MIMAT0004591
hsa-mir-124-2	hg38:chr8:64379172-64379193:+	1	0.195948	N	mature,MIMAT0004591
hsa-mir-124-2	hg38:chr8:64379172-64379194:+	6	1.175687	N	mature,MIMAT0004591
hsa-mir-124-2	hg38:chr8:64379173-64379193:+	9	1.763530	N	mature,MIMAT0004591
